Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Abschnitt
714	Germ.Pont. 9	184	13	?*	?*141	Laterano	11 Mai 1158	1158-05-11	1158-05-11	Hadrian IV.	Hadrian IV.	Demodi (?), Äbtissin des Klosters St. Maria in Fischbeck, sowie aliis cum ea canocicam vitam professis	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	Weitere Alexander-Betreffe
715	Germ.Pont. 9	185	14	+	†142	Laterano	11 Mai 1158	1158-05-11	1158-05-11	Hadrian IV.	Hadrian	Demodi (?), Äbtissin des Klosters St. Maria in Fischbeck, sowie aliis cum ea canocicam vitam professis	allerdings ist die Subskriptionszeile eingeklammert, Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10407	Weitere Alexander-Betreffe
716	Germ.Pont. 9	25	54		144	Segni	28 Juni 1159	1159-06-28	1159-06-28	Hadrian IV.	Hadrian IV.	Gottfried von Rhenen, Bischof von Utrecht	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10577	Weitere Alexander-Betreffe
717	Germ.Pont. 9	163	55	*	*147	–	(ante Juni 1161)	1161-06-01	1161-06-30	Viktor IV.	Viktor IV. (und Friedrich I., Kaiser)	Werner aus Bückeburg, Bischof von Minden		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
718	Germ.Pont. 9	86	5		148	Lodi	26 Juni (1161)	1161-06-26	1161-06-26	Viktor IV.	Viktor IV.	Balduin, Abt des Klosters in Liesborn, und Gunter, Probst in Lippoldsberg	[ebenfalls in Band IV.]	14452	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
719	Germ.Pont. 9	198	33		149	–	[1162]	1162-01-01	1162-12-31	Viktor IV.	Viktor IV.	Konrad, Abt des Klosters in Corvey		14466	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
720	Germ.Pont. 9	55	5		150	Besançon	(11 September ? 1162)	1162-09-11	1162-09-11	Viktor IV.	Viktor IV.	Walter? (Galterus), Abt des Klosters in Middelburg auf der Insel Walcheren, sowie dessen Mitbrüder		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
721	Germ.Pont. 9	27	59		151	–	(18. Mai-Juni) 1164	1164-05-18	1164-06-18	Paschalis III.	Lindo, (Kardinal-)Bischof von Sabina und apostolischer Legat (von Paschalis III.)	Gottfried von Rhenen, Bischof von Utrecht	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
722	Germ.Pont. 9	41	2		151	–	(18. Mai-Juni) 1164	1164-05-18	1164-06-18	Paschalis III.	Lindo, (Kardinal-)Bischof von Sabina und apostolischer Legat (von Paschalis III.)	Gottfried von Rhenen, Bischof von Utrecht	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
723	Germ.Pont. 9	27	60a	*	*152	Utrecht]	22 Juli 1173	1173-07-22	1173-07-22	Calixt III.	Martin, (Kardinal-)Bischof (von Tusculum, Kanzler und Legat von Calixt III.) zusammen mit drei weiteren Bischöfen	(?)	kein Empfänger genannt, jedoch wird weiterhin Gottfried von Rhenen, Bischof von Utrecht erwähnt, der zusammen mit den anderen Bischöfen die Kirchen einweihte - apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
724	Germ.Pont. 9	35	11	*	*152	Utrecht]	22 Juli 1173	1173-07-22	1173-07-22	Calixt III.	Martin, (Kardinal-)Bischof (von Tusculum, Kanzler und Legat von Calixt III.) zusammen mit drei weiteren Bischöfen	(?)	apostolischer Legat, kein Empfänger genannt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
725	Germ.Pont. 9	27	60b	*	*153	Utrecht]	25 Juli 1173	1173-07-25	1173-07-25	Calixt III.	Martin, (Kardinal-)Bischof (von Tusculum, Kanzler und Legat von Calixt III.) zusammen mit drei weiteren Bischöfen	(?)	apostolischer Legat, siehe erster Eintrag bei Calixt III.	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
726	Germ.Pont. 9	42	3	*	*153	Utrecht]	25 Juli 1173	1173-07-25	1173-07-25	Calixt III.	Martin, (Kardinal-)Bischof (von Tusculum, Kanzler und Legat von Calixt III.) zusammen mit drei weiteren Bischöfen	(?)	apostolischer Legat, kein Empfänger genannt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
727	Germ.Pont. 9	164	57c		154	–	[März 1174]	1174-03-01	1174-03-31	Calixt III.	Martin, Kardinal(-Bischof von Tusculum), Kanzler der Heiligen Römischen Kirche (und Legat von Calixt III.) und dazu Anno von Landsberg, Bischof von Minden, als Zeuge	(?)	apostolischer Legat, Empfänger wird nicht konkret genannt, stattdessen unterzeichnet Martin, Kardinalbischof von Tusculum, eine Vorschrift Kaiser Friedrichs I. an Hermann, Bischof von Verden – allerdings ist Hermann zur Zeit der Ausstellung schon sieben Jahre tot	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
728	Germ.Pont. 9	164	57	*	*78	–	(cr. 1165)	1165-01-01	1165-12-31	Alexander III.	W(erner aus Bückeburg,) Bischof von Minden	Alexander III. (?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
729	Germ.Pont. 9	175	1	*	*78	–	(cr. 1165)	1165-01-01	1165-12-31	Alexander III.	W(erner aus Bückeburg,) Bischof von Minden	Alexander III. (?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
730	Germ.Pont. 9	164	57a	*	*79	–	(Jan.-Feb.1170)	1170-01-01	1170-01-31	Alexander III.	Friedrich I., Kaiser	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
731	Germ.Pont. 9	164	57b	*	*80	Veroli	19 Mai (1170)	1170-05-19	1170-05-19	Alexander III.	Friedrich I., Kaiser	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
732	Germ.Pont. 9	62	5		81	(Venezia)	(14.August -17-18.September) 1177	1177-01-14	1177-12-18	Alexander III.	Florens III., Graf von Holland als einer von vielen aus der Partei von Friedrich I., Kaiser	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
733	Germ.Pont. 9	165	59	*	*82	–	(1178- 02 November 1181)	1178-11-01	1181-11-30	Alexander III.	Kloster St. Mauritius in Minden	Alexander III. (eher als Lucius III.)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
734	Germ.Pont. 9	176	2	*	*82	–	(1178- 02 November 1181)	1178-11-01	1181-11-30	Alexander III.	Kloster St. Mauritius in Minden	Alexander III. (eher als Lucius III.)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
735	Germ.Pont. 9	26	55	*	*74	Pavia	(5-12 Februar 1160)	1160-02-05	1160-02-12	Viktor IV.	Generalkonvent	Viktor IV.	Generalkonvent wird im Inhaltsverzeichnis als Aussteller genannt, darüber hinaus erfahren wir, dass Gottfried von Rhenen, Bischof von Utrecht, daran teilgenommen hat	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
736	Germ.Pont. 9	26	56	*	*75	–	19-22 Juni 1161	1161-06-19	1161-06-22	Viktor IV.	viele Bischöfe (multi alii episcopi), darunter Gottfried von Rhenen, Bischof von Utrecht	Viktor IV., Lodi		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
737	Germ.Pont. 9	77	38	*	*75	Lodi	19-22 Juni 1161	1161-06-19	1161-06-22	Viktor IV.	viele Bischöfe (multi alii episcopi), darunter Friedrich II. (Friedrich von Are), Bischof von Münster	Viktor IV.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
738	Germ.Pont. 9	164	56	*	*75	Lodi	19-22 Juni 1161	1161-06-19	1161-06-22	Viktor IV.	viele Bischöfe (multi alii episcopi), darunter Werner aus Bückeburg, Bischof von Minden	Viktor IV.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
739	Germ.Pont. 9	26	57	*	*76	Saint-Jean-de-Losne	7-8 September 1162	1162-09-07	1162-09-08	Viktor IV.	Bischofssynode	Viktor IV.	Bischofssynode wird im Inhaltsverzeichnis als Aussteller genannt, darüber hinaus erfahren wir, dass Gottfried von Rhenen, Bischof von Utrecht, daran teilgenommen hat	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
740	Germ.Pont. 9	127	57	*	*76	Saint-Jean-de-Losne	7-8 September 1162	1162-09-07	1162-09-08	Viktor IV.	Bischofssynode	Viktor IV.	Bischofssynode wird im Inhaltsverzeichnis als Aussteller genannt, darüber hinaus erfahren wir, dass Philipp von Katzenelnbogen, Bischof von Osnabück, daran teilgenommen hat	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
741	Germ.Pont. 9	27	58	*	*77	–	(ante Mai - 18 Juni 1164)	1164-05-18	1164-06-18	Paschalis III.	Gottfried von Rhenen, Bischof von Utrecht	Lindo, (Kardinal-)Bischof von Sabina und apostolischer Legat (von Paschalis III.)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
742	Germ.Pont. 9	41	1	*	*77	–	(ante Mai - 18 Juni 1164)	1164-05-18	1164-06-18	Paschalis III.	Gottfried von Rhenen, Bischof von Utrecht	Lindo, (Kardinal-)Bischof von Sabina und apostolischer Legat (von Paschalis III.)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
743	Germ.Pont. 10	175	7	*	*360	–	(cr. 1160-1170)	1160-01-01	1170-12-31	Alexander III.	Alexander III.	Albert, Abt des Klosters in Gorze, sowie Helmut (Helmodus), Erzdiakon von Metz		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
744	Germ.Pont. 10	135	316		361	(Chioggia)	(cr. 22 Juli 1177)	1177-07-22	1177-07-22	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen Unterschriften von Wichmann von Seeburg, Erzbischof von Magdeburg, Philipp I. von Heinsberg, Erzbischof von Köln, Christian I. von Buch, Erzbischof von Mainz, Arnold I., Erzbischof von Trier, sowie Arduin/Wortwin, kaiserlicher Protonotar [ist ebenfalls in Band IV. zu finden]	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
745	Germ.Pont. 10	135	317		362	Venezia, in palatio Gradensis patriarchae	01 August 1177	1177-08-01	1177-08-01	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen sollen die (nicht benannten) Grafen (comes) auf den Frieden zwischen Kirche und Kaiser schwören [ist ebenfalls in Band IV. zu finden]	II p. 312	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
746	Germ.Pont. 10	375	3		363	Venezia, Rialto	02 August 1177	1177-08-02	1177-08-02	Alexander III.	Alexander III.	Giselbert/Gilbert/Gillebert, Abt des Klosters St. Maria in Himmerod, sowie dessen Mitbrüder		12903	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
747	Germ.Pont. 10	136	319	*	*364	(Venezia)	(cr. 09 August 1177)	1177-08-09	1177-08-09	Alexander III.	Alexander III.	Arnold I., Erzbischof von Trier		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
748	Germ.Pont. 10	136	320	*	*365	Venezia, S. Marco	14 August 1177	1177-08-14	1177-08-14	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, da Alexander eine Synode abhält	II p. 313	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
749	Germ.Pont. 10	296	2		366	Laterano	30 März 1178	1178-03-30	1178-03-30	Alexander III.	Alexander III.	Folmar von Karden, Probst von St. Castor in Karden, sowie dessen Mitbrüder		13037	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
750	Germ.Pont. 10	137	323	*	*367	–	(post August?.1177-1179)	1177-08-01	1179-08-31	Alexander III.	Alexander III.	Arnold I., Erzbischof von Trier		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
751	Germ.Pont. 10	137	324		368	Laterano	5-19 März 1179	1179-03-05	1179-03-19	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, da Alexander das dritte Laterankonzil abhält, an dem laut dem Regest Arnold I., Erzbischof von Trier zusammen mit Dietrich IV. von Lothringen, Bischof von Metz (Suffragan zu Trier), teilnimmt	II p. 339	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
752	Germ.Pont. 10	319	2		369	Laterano	09 April 1179	1179-04-09	1179-04-09	Alexander III.	Alexander III.	Stephan, Abt des Klosters St. Maria in Orval, sowie dessen Mitbrüder		13376	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
753	Germ.Pont. 10	385	2		370	Laterano	11 April 1179	1179-04-11	1179-04-11	Alexander III.	Alexander III.	Godefried, Abt des Klosters St. Maria in Wadgassen, sowie dessen Mitbrüder		13378	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
754	Germ.Pont. 10	357	4		371	Laterano	22 April 1179	1179-04-22	1179-04-22	Alexander III.	Alexander III.	Engelbert, Abt des Klosters St. Maria in Rommersdorf		13394	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
755	Germ.Pont. 10	184	13		372	Laterano	08 Juni 1179	1179-06-08	1179-06-08	Alexander III.	Alexander III.	Folmar, Dekan, sowie die Kanoniker der Kirche von St. Simeon in Trier und deren (canonice substituendis) Nachfolger		13430	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
756	Germ.Pont. 10	137	325		373	Anagni	29 September (1179?)	1179-09-29	1179-09-29	Alexander III.	Alexander III.	(Arnold I. oder Hillin von Falmagne,) Erzbischof von Trier, (Dietrich IV. von Lothringen, Friedrich von Pluyvoise oder Stephan von Bar (?),) Bischof von Metz, und (Arnulf von Chiny oder Albert I. von Marcey,) Bischof von Verdun, sowie die Äbte, Erzdiakone, Pröbste und Priester in deren Bistümern		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
757	Germ.Pont. 10	319	3		374	Velletri	16 Februar 1180	1180-02-16	1180-02-16	Alexander III.	Alexander III.	Stephan, Abt des Klosters St. Maria in Orval, sowie dessen Mitbrüder		13618	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
758	Germ.Pont. 10	245	1		374	Velletri	16 Februar 1180	1180-02-16	1180-02-16	Alexander III.	Alexander III.	Stephan, Abt des Klosters St. Maria in Orval, sowie dessen Mitbrüder		13618	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
759	Germ.Pont. 10	320	4		375	Velle(tri)	25 April (1180)	1180-04-25	1180-04-25	Alexander III.	Alexander III.	W(ilhelm von Blois, Erzbischof von Reims), Kardinalpriester von Santa Sabina und apostolischer Legat, (Arnold I.,) Erzbischof von Trier, (Berthold/Bertram,) Bischof von Metz, (Arnulf von Chiny,) Bischof von Verdun und (Rudolf von Zähringen,) Bischof von Lüttich sowie Erzdiakone, Dekane und Priestern in deren Konventen		13649	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
760	Germ.Pont. 10	138	327		375	Velle(tri)	25 April (1180)	1180-04-25	1180-04-25	Alexander III.	Alexander III.	W(ilhelm von Blois, Erzbischof von Reims), Kardinalpriester von Santa Sabina und apostolischer Legat, (Arnold I.,) Erzbischof von Trier, (Berthold/Bertram,) Bischof von Metz, (Arnulf von Chiny,) Bischof von Verdun und (Rudolf von Zähringen,) Bischof von Lüttich		13649	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
761	Germ.Pont. 10	320	5		376	Velletri	28 April (1180)	1180-04-28	1180-04-28	Alexander III.	Alexander III.	Stephan, Abt des Klosters St. Maria in Orval		13650	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
762	Germ.Pont. 10	337	7		377	Tusculum	11 April (1181)	1181-04-11	1181-04-11	Alexander III.	Alexander III.	K(onrad), Abt des Klosters Laach (Maria Laach) in der Diözese Trier, sowie dessen Mitbrüder	nach dem Inhaltsverzeichnis ist die Jahreszahl nicht eingeklammert, laut Regest allerdings schon	14387	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
763	Germ.Pont. 10	237	9		378	Tusculum	30 Mai (1181)	1181-05-30	1181-05-30	Alexander III.	Alexander III.	Albert, Probst, und der Konvent von St. Paulin vor Trier		14298	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
764	Germ.Pont. 10	134	312		379	–	(1152-1169)	1152-01-01	1169-12-31	Alexander III.	Johannes, Kardinalpriester von Santi Giovanni e Paolo	He(llinus/Hillin von Falmagne), Erzbischof von Trier	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
765	Germ.Pont. 10	138	326	*	*380	Gelnhausen	13 April 1180	1180-04-13	1180-04-13	Alexander III.	(Petrus (Pietro IV. da Pavia), Kardinalbischof von Tusculum und Petrus (Pietro Caetani/Pietro de Bono), Kardinalpriester von Santa Susanna,) apostolische Legaten (Alexanders III.)	(?)	apostolischer Legat, Empfänger nicht direkt ersichtlich, da Friedrich I., Kaiser, eine Kurie hält, an der Arnold I., Erzbischof von Trier, teilnimmt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
766	Germ.Pont. 10	336	6		381	–	(ex. 1180- in. 1181)	1180-01-01	1181-12-31	Alexander III.	Petrus (Pietro IV. da Pavia), Kardinalbischof von Tusculum und apostolischer Legat (Alexanders III.)	Konrad, Abt des Klosters Laach (Maria Laach), sowie dessen Mitbrüder	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
767	Germ.Pont. 10	139	331	*	*382	–	(August 1177- in. 1183)	1177-08-01	1183-08-31	Alexander III.	Alexander III. oder Lucius III.	(Arnold I.,) Erzbischof von Trier		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
768	Germ.Pont. 10	140	332	*	*383	–	(August 1177- in. 1183)	1177-08-01	1183-08-31	Alexander III.	Alexander III. oder Lucius III.	Arnold I., Erzbischof von Trier		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
769	Germ.Pont. 10	396	1		317	Roma, S. Pietro	23 Januar 1155	1155-01-23	1155-01-23	Hadrian IV.	Hadrian IV.	Heinrich, Probst der Kirche St. Trinitas in Fraulautern, sowie dessen Mitbrüder	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	Weitere Alexander-Betreffe
770	Germ.Pont. 10	183	8		320	Roma, S. Pietro	11 März 1155	1155-03-11	1155-03-11	Hadrian IV.	Hadrian IV.	Kanoniker von St. Simeon in Trier	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10010	Weitere Alexander-Betreffe
771	Germ.Pont. 10	224	9		326	Roma, S. Pietro	29 April 1155	1155-04-29	1155-04-29	Hadrian IV.	Hadrian IV.	Bertulf II., Abt des Klosters St. Eucharius, dein St. Matthias (vor Trier), sowie dessen Mitbrüder	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10042	Weitere Alexander-Betreffe
772	Germ.Pont. 10	124	283		327	in campo Nepesino	15 Juni 1155	1155-06-15	1155-06-15	Hadrian IV.	Hadrian IV.	Hillin von Falmagne, Erzbischof von Trier, und dessen (canonice substituendis) Nachfolger	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10078	Weitere Alexander-Betreffe
773	Germ.Pont. 10	213	43		327	in campo Nepesino	15 Juni 1155	1155-06-15	1155-06-15	Hadrian IV.	Hadrian IV.	Hillin von Falmagne, Erzbischof von Trier, und dessen (canonice substituendis) Nachfolger	Subskriptionen werden hier nicht aufgeführt, aber Urkunde wie darüber	10078	Weitere Alexander-Betreffe
774	Germ.Pont. 10	125	285		331	in territorio Tiburtino	13 Juli 1155	1155-07-13	1155-07-13	Hadrian IV.	Hadrian IV.	Hillin von Falmagne, Erzbischof von Trier, und dessen (canonice substituendis) Nachfolger	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10087	Weitere Alexander-Betreffe
