Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Notiz
2425	It.Pont. 9	312	6		707	–	[1159-1179	1159-01-01	1179-12-31	Alexander III.	Alexander III.	Bischof (Amando) von Bisceglie	Nr. 188, das sich hierauf bezieht, nennt die Legaten des Papstes erneut – allerdings nicht namentlich]	14126, 14127	
2426	It.Pont. 9	377	14		708	Velletri	27 Februar 1180	1180-02-27	1180-02-27	Alexander III.	Alexander III.	Bischof Stefan etc. (von Monopoli)		13624	
2427	It.Pont. 9	210	28		709	Velletri	14 März 1180	1180-03-14	1180-03-14	Alexander III.	Alexander III.	Bischof Wilhelm (IV.)		–	
2428	It.Pont. 9	296	24		710	Velletri	13 Mai [1180]	1180-05-13	1180-05-13	Alexander III.	Alexander III.	Bischöfe (Petrus) von Venusino und (Daniel) von Ruvo		13658	
2429	It.Pont. 9	349	1		710	Velletri	13 Mai [1180]	1180-05-13	1180-05-13	Alexander III.	Alexander III.	Bischöfe (Petrus) von Venusino und (Daniel) von Ruvo		13658	
2430	It.Pont. 9	490	5		710	Velletri	13 Mai [1180]	1180-05-13	1180-05-13	Alexander III.	Alexander III.	Bischöfe (Petrus) von Venusino und (Daniel) von Ruvo		13658	
2431	It.Pont. 9	96	53		711	Tusculanum	11 August [1180]	1180-08-11	1180-08-11	Alexander III.	Alexander III.	Bischof (Iacintus) von Frigento Und Abt (Guillelmus) des Klosters St. Sophia		13690	
2432	It.Pont. 9	103	3		711	Tusculanum	11 August [1180]	1180-08-11	1180-08-11	Alexander III.	Alexander III.	Bischof (Iacintus) von Frigento Und Abt (Guillelmus) des Klosters St. Sophia		13690	
2433	It.Pont. 9	136	3		711	Tusculanum	11 August [1180]	1180-08-11	1180-08-11	Alexander III.	Alexander III.	Bischof (Iacint) von Frigento Und Abt (Guillelmus) des Klosters St. Sophia		13690	
2434	It.Pont. 9	426	1		713	Tusculanum	13 Mai 1181	1181-05-13	1181-05-13	Alexander III.	Alexander III.	Abt Octavian des Klosters St. Nicolai und Cataldi neben Lecce gelegen etc.		–	
2435	It.Pont. 9	297	27	*	*714	–	[1180-1181?]	1180-01-01	1181-12-31	Alexander III.	(Alexander III.?)	Bischöfe (Petrus) von Venusino und (Daniel) von Ruvo		–	
2436	It.Pont. 9	313	10	*	*714	–	[1180-1181?]	1180-01-01	1181-12-31	Alexander III.	(Alexander III.?)	Bischöfe (Petrus) von Venusino und (Daniel) von Ruvo		–	
2437	It.Pont. 9	350	2	*	*714	–	[1180-1181?]	1180-01-01	1181-12-31	Alexander III.	(Alexander III.?)	Bischöfe (Petrus) von Venusino und (Daniel) von Ruvo		–	
2438	It.Pont. 9	300	1		715	Tusculanum	27 März [?] [1179-1181]	1179-03-27	1181-03-27	Alexander III.	Alexander III.	Kanoniker Falconus der Kirche von Tranig		14278	
2439	It.Pont. 9	99	3	*	*716	–	[1176-1181]	1176-01-01	1181-12-31	Alexander III.	Alexander III.	Abt (Beraldus) des Klosters St. Modesti		–	
2440	It.Pont. 9	185	12		*717	–	[1175-1181]	1175-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Termoli		–	
2441	It.Pont. 9	189	5	*	*717	–	[11175-1181]	1181-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Termoli		–	
2442	It.Pont. 9	144	2		*717	Laterano	04 Juli [1178-1179]	1178-07-04	1179-07-04	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe und Prälaten, die durch das Principatum, in der Capitanata, in Apulien und in Calabrien festgesetzt wurden		–	
2443	It.Pont. 9	420	19	*	*719	–	[1174-1181]	1174-01-01	1181-12-31	Alexander III.	Alexander III.	Abt von Nerito		–	
2444	It.Pont. 9	139	1		720	Tusculanum	13 März [1171-1181]	1171-03-13	1181-03-13	Alexander III.	Alexander III.	Berardus de Petra abondanti		–	
2445	It.Pont. 9	470	2		721	–	[1171-1181]	1171-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Anglona		13746	
2446	It.Pont. 9	508	6		722	–	[1169-1181]	1169-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof (Herbertus) von Conza		13862	
2447	It.Pont. 9	115	1		723	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Alife		13737	
2448	It.Pont. 9	308	1		724	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Andria		13740, 14075, 14076	
2449	It.Pont. 9	312	7		725	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof (Amando) Bisceglie		14125	
2450	It.Pont. 9	348	3		726	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Salpi		14101	
2451	It.Pont. 9	323	18		727	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Bari		13763	
2452	It.Pont. 9	399	2		728	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzdiakon P. und Kapitel von Brindisi		13789	
2453	It.Pont. 9	176	6	*	*729	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2454	It.Pont. 9	176	7		730	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Larino		–	
2455	It.Pont. 9	498	3	*	*731	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2456	It.Pont. 9	216	1	*	*732	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Mönche des Klosters St. Salvador		–	
2457	It.Pont. 9	252	12	*	*733	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Meinungsbestätigung Hadrians IV.)	–	
2458	It.Pont. 9	257	12	*	*733	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Meinungsbestätigung Hadrians IV.)	–	
2459	It.Pont. 9	398	6	*	*734	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2460	It.Pont. 9	420	18	*	*735	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Äbte der Klöster St. Mauri und St. Constantina		–	
2461	It.Pont. 9	446	1		736	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof von Motula		–	
2462	It.Pont. 9	508	7	*	*737	–	[1159-1181]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Kirche von Conza unter Schutz + Besitz)	–	
2463	It.Pont. 9	160	1	*	*738	–	[1156-cr. 1170]	1156-01-01	1170-12-31	Alexander III.	(Hadrian IV. Oder Alexander III.)	Erzbischof Henricus von Benevento		–	
2464	It.Pont. 9	69	67	*	*738	–	[1157- cr. 1170]	1157-01-01	1170-12-31	Alexander III.	(Hadrian IV. Oder Alexander III.)	Erzbischof Henricus von Benevento		–	
2465	It.Pont. 9	67	63		587	Laterano	22 September 1153	1153-09-22	1153-09-22	Anastasius IV.	Anastasius IV.	Erzbischof Petrus (II.) von Benevento etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	9743	
2466	It.Pont. 9	256	8		588	Laterano	10 November 1153	1153-11-10	1153-11-10	Anastasius IV.	Anastasius IV.	Johannicus, Abt von St. Maria von Calena etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	–	
2467	It.Pont. 9	109	1		[596]	Benevento	14 April 1156	1156-04-14	1156-04-14	Hadrian IV.	Hadrian IV.	Prior Johannes von St. Maria von Gualdo Mazzocca	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10170	
2468	It.Pont. 9	209	25		599	Benevento	06 Juli 1156	1156-07-06	1156-07-06	Hadrian IV.	Hadrian IV.	Bischof Guglielm0 (II.) von Troia	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	–	
2469	It.Pont. 9	68	64		600	Orvieto	28 September 1156	1156-09-28	1156-09-28	Hadrian IV.	Hadrian IV.	Erzbischof Henricus etc. (Benevento)	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10206	
2470	It.Pont. 9	264	3		601	Anagni	28 September 1157	1157-09-28	1157-09-28	Hadrian IV.	Hadrian IV.	Prior Riccardus St. Leonardi von Lamovolaria etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10306	
2471	It.Pont. 9	293	11		602	Roma S. Pietro	22 Januar 1158	1158-01-22	1158-01-22	Hadrian IV.	Hadrian IV.	Erzbischof Bertrando etc. (Trani)	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10382	
2472	It.Pont. 9	251	10		606	Laterano	01 Januar 1159	1159-01-01	1159-01-01	Hadrian IV.	Hadrian IV.	Abt des Kloster St. Trinitatis von Montesacro	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10531	
2473	It.Pont. 9	293	12		607	Laterano	19 April 1159	1159-04-19	1159-04-19	Hadrian IV.	Hadrian IV.	Erzbischof Bertrando etc. (Trani)	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10562	
2474	It.Pont. 9	95	51		614	Benevento	[August] 1167	1167-08-01	1167-08-31	Alexander III.	Abt Johannes von St. Sophia	Abt des Klosters St. Johannes von Lama	in Anwesenheit Alexanders III., Bischof Bernardus von Porto- St. Rufina, Guidelmus von Pavia und Kardinal(priester) (St. Pietro in VincoliI, Kardinal(priester) Albertus (St. Lorenzo in Lucina) und mehr Menschen	–	
2475	It.Pont. 9	266	1		614	Benevento	[August] 1167	1167-08-01	1167-08-31	Alexander III.	Abt Johannes von St. Sophia	Abt des Klosters St. Johannes von Lama	in Anwesenheit Alexanders III., Bischof Bernardus von Porto- St. Rufina, Guidelmus von Pavia und Kardinal(priester) (St. Pietro in VincoliI, Kardinal(priester) Albertus (St. Lorenzo in Lucina) und mehr Menschen	–	
2476	It.Pont. 9	321	14	*	*621	–	[1168?]	1168-01-01	1168-12-31	Alexander III.	Erzbischöfe (Tribunus) von Ragusa und (Johannes (V.)) von Bari	kein direkter Empfänger	in Anwesenheit Alexanders III., (Debatte um Bischofsamt)	–	
2477	It.Pont. 9	372	1	*	*621	–	[1168?]	1168-01-01	1168-12-31	Alexander III.	Erzbischöfe (Tribunus) von Ragusa und (Johannes (V.)) von Bari	kein direkter Empfänger	in Anwesenheit Alexanders III., (Debatte um Bischofsamt)	–	
2478	It.Pont. 9	42	106		634	Barletta	12 Mai [1172]	1172-05-12	1172-05-12	Alexander III.	Wilhelm II. König von Sizilien	alle Kirchen von Benevento,  Klöster, Spitale, Laien etc.	auf Bitten und aus Respekt zu Alexander III.	–	
2479	It.Pont. 9	111	1		651	Benevento	11 Februar 1175	1175-02-11	1175-02-11	Alexander III.	Bischof Ubaldo (Allucingoli) von Ostia, Erzdiakon Raynulfus und des Richters Nicolaus, Erzbischof Lombardus von Benevento	Kleriker Guillelmus, Sohn des (Raonus) von Pardo	Auf Bitten des Papstes Alexanders III.	–	
2480	It.Pont. 9	175	5	*	*659	–	[cr. 1175]	1175-01-01	1175-12-31	Alexander III.	kein direkter Aussteller/Empfänger	kein direkter Aussteller/Empfänger	in Anwesenheit Alexanders III., Rechtsstreit zwischen Erzbischof Lombardus von Benvento und Bischof Petrus von Larino	–	
2481	It.Pont. 9	70	70	*	*659	–	[cr. 1175]	1175-01-01	1175-12-31	Alexander III.	kein direkter Aussteller/Empfänger	kein direkter Aussteller/Empfänger	in Anwesenheit Alexanders III., Rechtsstreit zwischen Erzbischof Lombardus von Benvento und Bischof Petrus von Larino	–	
2482	It.Pont. 9	418	12		*664	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Erzbischof (Bertrando) von Trani und Abt (Palmerius von St. Stephan von von Monopoli, gesandte Richter	Alexander III.		–	
2483	It.Pont. 9	431	10	*	*664	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Erzbischof (Bertrando) von Trani und Abt (Palmerius von St. Stephan von von Monopoli, gesandte Richter	Alexander III.		–	
2484	It.Pont. 9	294	17	*	*664	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Erzbischof (Bertrando) von Trani und Abt (Palmerius von St. Stephan von von Monopoli, gesandte Richter	Alexander III.		–	
2485	It.Pont. 9	380	11	*	*664	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Erzbischof (Bertrando) von Trani und Abt (Palmerius von St. Stephan von von Monopoli, gesandte Richter	Alexander III.		–	
2486	It.Pont. 9	210	27	*	*670	–	[1176]	1176-01-01	1176-12-31	Alexander III.	König Wilhelm (II.) von Sizilien	kein direkter Empfänger	mit Hilfe Alexanders III., (Wahlen)	–	
2487	It.Pont. 9	225	1	*	*679	(Foggia)	[Januar ex. – Februar in 1177]	1177-01-01	1177-02-28	Alexander III.	Nonnen des Klosters St. Caecilia in der Nähe von Foggia	Abt und Mönche von Pulsano	in Gegenwart (Alexanders III.), (Klage)	–	
2488	It.Pont. 9	224	1	*	*679	(Foggia)	[Januar ex. – Februar in 1177]	1177-01-01	1177-02-28	Alexander III.	Nonnen des Klosters St. Caecilia in der Nähe von Foggia	Abt und Mönche von Pulsano (Klage)	in Gegenwart (Alexanders III.) , (Klage)	–	
2489	It.Pont. 9	260	3	*	*679	(Foggia)	[Januar ex. – Februar in 1177]	1177-01-01	1177-02-28	Alexander III.	Nonnen des Klosters St. Caecilia in der Nähe von Foggia	Abt und Mönche von Pulsano	(Klage)	–	
2490	It.Pont. 9	296	23	*	*712	–	[cr. 1180]	1180-01-01	1180-12-31	Alexander III.	Kanoniker S. und die Kleriker von Trani	Erzbischof (Bertrando) von Trani	In der Gegenwart (Alexanders III.)	–	
2491	It.Pont. 9	186	13		718	–	[1175-1181]	1175-01-01	1181-12-31	Alexander III.	Abt Absalon des Klosters in Tremi	Alexander III.		–	
2492	It.Pont. 9	144	3		718	–	[1175-1181]	1175-01-01	1181-12-31	Alexander III.	Abt Absalon des Klosters in Tremi	Alexander III.		–	
2493	It.Pont. 9	42	104	*	*739	–	[1160]	1160-01-01	1160-12-31	Alexander III.	durch die Gnade Gottes Herrscher Landulf (VI.) von Benevento	kein direkter Empfänger (auf Bitte des Klerikers Petrus)	(auf Bitte des Klerikers Petrus)	–	
2494	It.Pont. 9	96	52		740	Benevento	September 1172	1172-09-01	1172-09-30	Alexander III.	Erzbischof Lombardus von Benevento	kein direkter Empfänger (auf Bitte des Klerikers Petrus)	in Anwesenheit Herrscher Landulf (VI.) von Benevento, (Tausch mit Prokuratior Bartholomäus von St. Sophia)	–	
2495	It.Pont. 9	69	69		740	Benevento	September 1172	1172-09-01	1172-09-30	Alexander III.	Erzbischof Lombardus von Benevento	kein direkter Empfänger (auf Bitte des Klerikers Petrus)	in Anwesenheit Herrscher Landulf (VI.) von Benevento, (Tausch mit Prokuratior Bartholomäus von St. Sophia)	–	
2496	It.Pont. 9	42	107		740	Benevento	September 1172	1172-09-01	1172-09-30	Alexander III.	Erzbischof Lombardus von Benevento	kein direkter Empfänger (auf Bitte des Klerikers Petrus)	in Anwesenheit Herrscher Landulf (VI.) von Benevento, (Tausch mit Prokuratior Bartholomäus von St. Sophia)	–	
2497	It.Pont. 9	513	2	+	†741	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Bischof Bernardus Praenestin., Legat des apostolischen Stuhls	(Bischof Marius von Monteverde) etc.		–	
2498	It.Pont. 9	189	3		*673	Termoli	[1176-1177 in.]	1176-01-01	1177-12-31	Alexander III.	im Auftrag Alexanders III., Kardinalpriester Petrus von St. Susanna	kein direkter Empfänger (Streit)		–	
2499	It.Pont. 9	225	2		742	–	[1177 in.]	1177-01-01	1177-12-31	Alexander III.	Bischof Maenfredus von Praenestin., Priester Petrus de Bono von St. Susanna,Karindaldiakon S.R.E. Iacinctus	Abt und Mönche von Pulsano, Prior und Mönche von St. Nicholai etc.		–	
2500	It.Pont. 9	224	2		742	–	[1177 in.]	1177-01-01	1177-12-31	Alexander III.	Bischof Maenfredus von Praenestin., Priester Petrus de Bono von St. Susanna,Karindaldiakon S.R.E. Iacinctus	Abt und Mönche von Pulsano, Prior und Mönche von St. Nicholai etc		–	
2501	It.Pont. 9	261	5		742	–	[1177 in.]	1177-01-01	1177-12-31	Alexander III.	Bischof Maenfredus von Praenestin., Priester Petrus de Bono von St. Susanna,Karindaldiakon S.R.E. Iacinctus	Abt und Mönche von Pulsano, Prior und Mönche von St. Nicholai etc		–	
2502	It.Pont. 9	296	25		743	–	[1163-1181]	1163-01-01	1181-12-31	Alexander III.	Kardinal Johannes und Legat	Erzbischof Bertrando von Trani und Bischof (Amando) von Bisceglie		–	
2503	It.Pont. 9	312	8		743	–	[1163-1181]	1163-01-01	1181-12-31	Alexander III.	Kardinal Johannes und Legat	Erzbischof Bertrando von Trani und Bischof (Amando) von Bisceglie		–	
2504	It.Pont. 9	296	26		744	–	[1163-1181]	1163-01-01	1181-12-31	Alexander III.	Kardinal Johannes und Legat	Erzbischof Bertrando von Trani und Bischof (Amando) von Bisceglie		–	
2505	It.Pont. 9	312	9		744	–	[1163-1181]	1163-01-01	1181-12-31	Alexander III.	Kardinal Johannes und Legat	Erzbischof Bertrando von Trani und Bischof (Amando) von Bisceglie		–	
2506	It.Pont. 10	231	28		672	Anagni	26 April [1160-61]	1160-04-26	1161-04-26	Alexander III.	Alexander III.	Hugo/Ugo, Erzbischof von Palermo		10649	
2507	It.Pont. 10	384	47		673	Genova	26 Januar 1162	1162-01-26	1162-01-26	Alexander III.	Alexander III.	Villanus [Villanus Villani], Erzbischof von Pisa		10693	
2508	It.Pont. 10	477	47		674	Genova	25 März 1162	1162-03-25	1162-03-25	Alexander III.	Alexander III.	Syrus [Siro de´Porcello], Erzbischof von Genua		10663/10707	
2509	It.Pont. 10	97	3	*	*675	–	[1159-63]	1159-01-01	1163-12-31	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
2510	It.Pont. 10	414	5	*	*676	–	[1159-63]	1159-01-01	1163-12-31	Alexander III.	Alexander III.	Villanus [Villanus Villani], Erzbischof von Pisa		–	
2511	It.Pont. 10	408	48	*	*676	–	[1159-63]	1159-01-01	1163-12-31	Alexander III.	Alexander III.	Villanus [Villanus Villani], Erzbischof von Pisa		–	
2512	It.Pont. 10	414	7		677	Sens	30 April [1164]	1164-04-30	1164-04-30	Alexander III.	Alexander III.	Fred[olus], Abt des Klosters St. Saturnus in Marseille, sowie dessen Mitbrüder		–	
2513	It.Pont. 10	408	50		677	Sens	30 April [1164]	1164-04-30	1164-04-30	Alexander III.	Alexander III.	Fred[olus], Abt des Klosters St. Saturnus in Marseille, sowie dessen Mitbrüder		–	
2514	It.Pont. 10	38	1		678	Sens	12 Oktober [1163-64]	1163-10-12	1164-10-12	Alexander III.	Alexander III.	Ludovicus [Ludwig VII., genannt der Jüngere], König der Franken		10947	
2515	It.Pont. 10	23	20		679	Gaeta	19 November 1165	1165-11-19	1165-11-19	Alexander III.	Alexander III.	Rogerius [Ruggero], Erzbischof von Reggio Calabria		11239	
2516	It.Pont. 10	192	110	*	*680	–	[cr. 1166]	1166-01-01	1166-12-31	Alexander III.	Alexander III.	omnes electi Siciliae		–	
2517	It.Pont. 10	340	26		681	–	[1166]	1166-01-01	1166-12-31	Alexander III.	Alexander III.	Nicolaus [Nikolaus I.], Erzbischof von Messina		–	
2518	It.Pont. 10	148	13	*	*682	(Laterano)	01 Januar 1167	1167-01-01	1167-01-01	Alexander III.	Alexander III.	(Maurus, Abt des Klosters zur Hl. Dreifaltigkeit)		–	
2519	It.Pont. 10	384	48	*	*683	(Laterano)	[18 Januar 1166-67]	1166-01-18	1167-01-18	Alexander III.	Alexander III.	consules der Genuesischen Bürgerschaft		–	
2520	It.Pont. 10	384	49		684	Laterano	18 Januar [1166-67]	1166-01-18	1167-01-18	Alexander III.	Alexander III.	(Ugo [Ugone della Volta],) Erzbischof von Genua		11311	
2521	It.Pont. 10	35	1	*	*685	–	[1166-67 in.]	1166-01-01	1167-12-31	Alexander III.	Bersacius sowie Theophilactus, königliche Kämmerer	Alexander III.	die beiden erstgenannten übergeben Alexander III Briefe (litteris intimant) über die Emeritin Nycola (heremitem Nycolaum) und die Brüder von Lucarra	–	Empfänger nicht klar ersichtlich
2522	It.Pont. 10	35	2		686	Laterano	05 April [1166-67]	1166-04-05	1167-04-05	Alexander III.	Alexander III.	Emeritin Nycola (Nycolae heremitae), sowie die Brüder von Lucarra		–	
2523	It.Pont. 10	232	30	*	*687	–	[November 1167]	1167-11-01	1167-11-30	Alexander III.	Alexander III.	Kurie des Königs von Sizilien		–	
2524	It.Pont. 10	232	31		688	–	[11-12.1167]	1167-01-11	1167-12-12	Alexander III.	Alexander III.	(Stephanus [Stephan von Perche],) Erzbischof von Palermo		14044	
2525	It.Pont. 10	291	24	*	*689	–	[02-07.1168]	1168-01-02	1168-12-07	Alexander III.	Alexander III.	Johannes, Bischof und Abt von Catania		–	
2526	It.Pont. 10	292	25		690	Benevento	26 Juli 1168	1168-07-26	1168-07-26	Alexander III.	Alexander III.	Johannes, Bischof und Abt von Catania		11415	
2527	It.Pont. 10	318	73		691	Benevento	28 April 1169	1169-04-28	1169-04-28	Alexander III.	Alexander III.	Riccardus [Richard Palmer], Bischof von Syrakus		11619	
2528	It.Pont. 10	232	32		692	Benevento	22 Juni [1169]	1169-06-22	1169-06-22	Alexander III.	Alexander III.	Bischöfe der Suffragane von Palermo		11628	
2529	It.Pont. 10	252	5		692	Benevento	22 Juni [1169]	1169-06-22	1169-06-22	Alexander III.	Alexander III.	Bischöfe der Suffragane von Palermo		11628	
2530	It.Pont. 10	265	12		692	Benevento	22 Juni [1169]	1169-06-22	1169-06-22	Alexander III.	Alexander III.	Bischöfe der Suffragane von Palermo		11628	
2531	It.Pont. 10	271	7		692	Benevento	22 Juni [1169]	1169-06-22	1169-06-22	Alexander III.	Alexander III.	Bischöfe der Suffragane von Palermo		11628	
2532	It.Pont. 10	364	2		693	Benevento	23 November 1169	1169-11-23	1169-11-23	Alexander III.	Alexander III.	Boso, Bischof von Cefalu		11653	
2533	It.Pont. 10	91	3	*	*694	–	[1167-69]	1167-01-01	1169-12-31	Alexander III.	Alexander III.	Empfänger nicht klar ersichtlich	Alexander III. eximit W(illelmus) Mathin. Abbatem a iurisdictione episcopi eius concedens ei mitram, sandalia, anulum. à ob der Erlass nun an den Bischof oder an Abt Wilhelm geht, ist nicht ganz ersichtlich [das Ganze hat eher erzählenden Charakter]	–	
